State No,County No,FOR,AGAINST,TOTAL CASTE,DEPENDENT VARIABLE,BALLOT TYPE,POPULATION,PCI,MEDIUM FAMILY INCOME,SIZE OF COUNTY,POPULATION DENSITY,PERCENT WHITE,PERCENT BLACK,PERCENT OTHER,PERCENT MALE,PERCENT FEMALE,NO OF CHURCHES,NO OF CHURCH MEMBERS,PERCENT CHURCH MEMBERS OF POPULATION,POVERTY LEVEL,UNEMPLOYMENT RATE,AGE LESS THAN 18,AGE24,AGE44,AGE64,AGE OLDER THAN 65,MSA,PERCENT MINORITY,NO OF OLDER,NO OF YOUNGER
8,19,1168,1391,2559,0,1,7580,"$13,211 ","$22,369 ",773.50,9.80,.74,.24,.02,.507,.493,9,1329,.18,17.80,10.60,3124,1290,3848,2774,1983,2,.26,4757,7696
8,20,1257,4092,5349,0,1,13024,"$14,623 ","$24,336 ",565.10,23.05,.55,.41,.03,.538,.462,30,4580,.40,19.30,6.10,3492,1195,3523,2004,1307,2,.45,3311,7046
8,21,933,1572,2505,0,1,11522,"$11,685 ","$20,859 ",514.90,22.38,.66,.07,.27,.530,.470,32,4210,.39,24.30,10.20,6301,2155,5787,3772,3251,2,.34,7023,11574
8,22,1404,3733,5137,0,1,21250,"$15,099 ","$21,182 ",637.40,33.34,.55,.18,.27,.530,.470,47,8905,.46,27.00,14.40,9354,2662,7835,5185,3365,2,.45,8550,15670
8,23,2251,3333,5584,0,1,28388,"$16,977 ","$25,113 ",1152.70,24.63,.92,.04,.04,.509,.491,35,5705,.22,22.90,16.60,22535,5953,23909,26734,37627,2,.08,64361,47818
8,24,20241,29592,49833,0,1,117171,"$17,061 ","$23,201 ",478.30,244.97,.83,.11,.07,.481,.519,77,16814,.17,13.90,6.90,14318,3646,14121,15181,26232,1,.17,41413,28242
8,25,8642,17896,26538,0,1,73444,"$17,840 ","$21,592 ",1028.50,71.41,.69,.14,.16,.476,.524,78,19821,.29,16.90,9.80,224457,83290,286230,166354,112121,2,.31,278475,572460
8,26,1221,3647,4868,0,1,16925,"$12,855 ","$20,017 ",482.50,35.08,.87,.09,.04,.514,.486,71,7851,.50,24.60,6.30,19137,5676,22421,19806,28098,2,.13,47904,44842
8,27,11749,24775,36524,0,1,95089,"$29,257 ","$29,580 ",503.20,188.97,.68,.28,.04,.484,.516,72,19684,.22,11.50,11.10,11354,4498,12978,8766,6233,2,.32,14999,25956
8,28,3766,8367,12133,0,1,43680,"$14,362 ","$22,602 ",915.80,47.70,.52,.46,.02,.515,.485,112,18747,.45,20.90,6.50,3596,1133,3726,2329,1815,2,.48,4144,7452
8,29,1703,2378,4081,0,1,12754,"$14,784 ","$22,948 ",597.80,21.33,.81,.15,.05,.505,.495,27,4602,.41,22.90,5.00,1536,561,1921,1131,651,2,.19,1782,3842
8,30,552,1445,1997,0,1,5801,"$13,336 ","$23,159 ",542.80,10.69,.86,.10,.04,.570,.430,18,2592,.46,22.80,4.40,36602,10281,39693,37808,48777,2,.14,86585,79386
8,31,17929,40870,58799,0,1,173154,"$18,691 ","$24,883 ",953.10,181.67,.87,.07,.06,.480,.520,159,42178,.28,14.10,6.30,76320,23825,93851,78430,94735,1,.13,173165,187702
8,32,54849,78601,133450,0,1,367062,"$22,385 ","$29,339 ",803.60,456.77,.69,.26,.05,.484,.516,212,63495,.19,12.30,4.90,50761,38937,69247,33299,17926,2,.31,51225,138494
8,33,22225,51798,74023,0,1,211643,"$19,798 ","$32,000 ",666.80,317.40,.83,.13,.03,.482,.518,130,54852,.28,14.90,3.50,7310,1959,7282,6462,5817,1,.17,12279,14564
8,34,2879,5675,8554,0,1,28829,"$14,070 ","$20,624 ",1118.40,25.78,.77,.20,.03,.478,.522,51,8487,.33,19.20,5.90,1570,656,2205,1153,668,2,.23,1821,4410
8,35,530,1261,1791,0,1,6253,"$12,648 ","$23,946 ",835.90,7.48,.54,.44,.02,.582,.418,18,1876,.34,19.80,3.60,4991,1695,4939,3231,2334,2,.46,5565,9878
8,36,1568,3059,4627,0,1,17170,"$12,657 ","$20,608 ",692.00,24.81,.85,.09,.06,.515,.485,47,7767,.47,23.80,5.30,46999,14846,56992,44996,61982,2,.15,106978,113984
8,37,25242,56446,81688,0,1,225714,"$23,246 ","$27,633 ",741.20,304.53,.82,.14,.04,.475,.525,137,42238,.20,12.90,4.60,50452,14534,54234,46538,53582,1,.18,100120,108468
8,38,24017,46341,70358,0,1,219350,"$17,305 ","$23,266 ",1579.00,138.92,.87,.07,.06,.482,.518,181,49354,.25,18.40,7.10,20126,6598,27338,23132,31405,1,.13,54537,54676
8,39,8724,13971,22695,0,1,81602,"$24,866 ","$30,752 ",997.30,81.82,.79,.06,.15,.522,.478,60,7893,.10,11.50,3.10,15072,5432,27474,19538,14090,2,.21,33628,54948
8,40,4738,10296,15034,0,1,49476,"$20,420 ","$33,582 ",651.60,75.93,.87,.11,.02,.495,.505,55,15561,.35,11.90,5.20,13974,3898,15242,10662,5703,1,.13,16365,30484
8,41,16004,32158,48162,0,1,160705,"$18,991 ","$31,589 ",935.80,171.73,.83,.10,.07,.503,.497,150,43532,.30,11.20,5.20,44146,15171,52876,31935,16607,1,.17,48542,105752
8,42,3249,3666,6915,0,1,30483,"$15,239 ","$21,734 ",774.30,39.37,.78,.07,.15,.514,.486,30,6463,.22,21.80,11.30,8810,2476,7968,6084,5150,2,.22,11234,15936
8,43,52485,121079,173564,0,1,739411,"$20,713 ","$31,812 ",907.60,814.69,.70,.17,.13,.496,.504,386,166904,.25,14.70,5.70,188946,85274,253283,131946,80927,1,.30,212873,506566
8,44,13549,19725,33274,0,1,126286,"$15,927 ","$27,928 ",1322.00,95.53,.78,.06,.16,.490,.510,63,16320,.15,14.00,5.80,34036,11275,38920,24626,17497,1,.22,42123,77840
8,45,44706,64962,109668,0,1,298599,"$17,600 ","$22,113 ",745.00,400.80,.93,.02,.05,.477,.523,161,38225,.14,14.60,6.30,59350,17932,68645,63281,89404,1,.07,152685,137290
8,46,34018,86930,120948,0,1,428665,"$17,949 ","$26,244 ",1874.90,228.63,.80,.15,.06,.486,.514,383,126107,.31,17.90,8.50,109286,34392,114518,86906,83826,1,.20,170732,229036
8,47,26749,12838,39587,1,1,68524,"$14,251 ","$21,751 ",722.20,94.88,.76,.20,.04,.489,.511,85,19881,.31,24.30,6.90,18355,4814,17531,14876,12967,2,.24,27843,35062
8,48,11323,22994,34317,0,1,98321,"$26,310 ","$33,007 ",609.00,161.45,.87,.10,.04,.486,.514,59,15057,.18,11.80,5.10,23142,7540,29408,21028,17201,1,.13,38229,58816
8,49,26378,28159,54537,0,1,168494,"$16,977 ","$26,455 ",572.50,294.31,.77,.18,.05,.490,.510,80,25011,.17,15.90,14.30,40978,11393,45192,33472,37739,1,.23,71211,90384
8,50,11372,20682,32054,0,1,98978,"$17,481 ","$31,995 ",1015.80,97.44,.92,.04,.04,.497,.503,110,24813,.30,12.60,4.30,28359,7864,31929,20995,10222,1,.08,31217,63858
8,51,34100,92667,126767,0,1,291831,"$30,763 ","$30,710 ",571.80,510.37,.92,.05,.03,.469,.531,175,53943,.19,9.90,4.20,48806,15897,68228,63386,95513,1,.08,158899,136456
8,52,26749,62079,88828,0,1,323765,"$22,130 ","$37,574 ",308.20,1050.50,.81,.09,.10,.489,.511,144,48657,.17,9.90,5.20,86684,27377,111108,63496,35218,1,.19,98714,222216
8,53,3739,6896,10635,0,1,33331,"$14,906 ","$20,055 ",545.70,61.08,.79,.17,.03,.503,.497,50,9886,.31,21.70,6.80,7927,2498,7937,7372,7594,2,.21,14966,15874
8,54,2496,6284,8780,0,1,29451,"$15,762 ","$21,782 ",687.70,42.83,.82,.16,.02,.483,.517,77,13460,.50,19.30,7.00,8198,2167,7505,6447,5133,2,.18,11580,15010
8,55,1639,3957,5596,0,1,17317,"$15,694 ","$23,355 ",1041.90,16.62,.78,.20,.02,.487,.513,43,7774,.45,20.60,11.90,5093,1314,4812,3570,2531,2,.22,6101,9624
8,56,1041,1660,2701,0,1,12179,"$9,524 ","$25,590 ",240.30,50.68,.67,.28,.05,.665,.335,20,3152,.31,20.10,3.70,2924,1022,5441,2037,869,2,.33,2906,10882
8,57,41934,80732,122666,0,1,403302,"$17,813 ","$26,260 ",1105.90,364.68,.84,.10,.06,.484,.516,257,72272,.19,15.40,6.20,84896,34187,108619,82325,92192,1,.16,174517,217238
8,58,2132,4053,6185,0,1,16665,"$15,988 ","$27,620 ",606.70,27.47,.84,.14,.02,.491,.509,25,3764,.27,15.40,4.60,4986,1194,5094,3502,1903,2,.16,5405,10188
8,59,3566,7522,11088,0,1,32674,"$14,418 ","$23,332 ",1057.70,30.89,.89,.08,.03,.505,.495,79,8954,.32,18.70,5.00,8020,2428,9117,7844,5274,2,.11,13118,18234
8,60,1781,4132,5913,0,1,17945,"$13,662 ","$20,842 ",579.90,30.94,.81,.16,.04,.484,.516,47,6494,.38,21.20,6.60,4843,1387,4593,4035,3075,2,.19,7110,9186
9,1,3035,2600,5635,1,2,47985,"$12,242 ","$25,618 ",1070.90,44.81,.68,.23,.09,.579,.421,85,20524,.43,20.80,6.40,11382,5539,17172,7692,6200,2,.32,13892,34344
9,2,820,857,1677,0,2,14470,"$13,923 ","$30,561 ",1500.70,9.64,.64,.02,.34,.494,.506,23,6486,.45,16.40,4.40,5042,1240,4243,2547,1398,2,.36,3945,8486
9,3,4873,4831,9704,1,2,70878,"$15,432 ","$25,961 ",801.60,88.42,.75,.16,.09,.485,.515,117,33224,.48,18.50,7.10,20625,6978,20595,13373,9307,2,.25,22680,41190
9,4,1843,677,2520,1,2,18445,"$15,448 ","$23,388 ",252.00,73.19,.74,.02,.24,.496,.504,21,3475,.19,22.40,3.60,4670,1335,4769,4217,3454,2,.26,7671,9538
9,5,986,487,1473,1,2,7780,"$15,751 ","$29,048 ",909.80,8.55,.97,.00,.03,.499,.501,20,3536,.44,11.10,3.80,2195,534,2258,1651,1142,1,.03,2793,4516
9,6,275,243,518,1,2,1943,"$16,863 ","$27,678 ",913.70,2.13,.96,.00,.04,.484,.516,7,1189,.59,10.10,3.20,540,104,476,389,434,2,.04,823,952
9,7,1874,955,2829,1,2,31257,"$11,919 ","$23,781 ",1232.20,25.37,.46,.01,.54,.495,.505,50,6218,.20,25.30,7.00,10409,2781,8945,5512,3610,2,.54,9122,17890
9,8,1665,635,2300,1,2,20274,"$16,499 ","$29,051 ",652.60,31.07,.76,.13,.11,.488,.512,40,7306,.37,14.60,3.40,5494,1620,5668,3939,3553,2,.24,7492,11336
9,9,568,507,1075,1,2,6929,"$16,272 ","$24,615 ",826.70,8.38,.58,.02,.40,.495,.505,18,3331,.47,23.20,4.60,2227,564,1863,1311,964,2,.42,2275,3726
9,10,1251,626,1877,1,2,10821,"$16,821 ","$27,766 ",791.80,13.67,.87,.00,.12,.497,.503,18,2497,.24,12.30,2.10,2569,567,2951,2743,1991,2,.13,4734,5902
9,11,3999,1614,5613,1,2,38570,"$14,024 ","$27,615 ",888.50,43.41,.69,.12,.19,.507,.493,65,10605,.28,16.50,4.20,11192,2858,12511,7155,4854,1,.31,12009,25022
9,12,556,377,933,1,2,4259,"$15,409 ","$20,288 ",870.80,4.89,.87,.04,.08,.473,.527,12,3000,.68,19.70,6.20,955,275,997,901,1131,2,.13,2032,1994
9,13,1361,835,2196,1,2,25190,"$12,119 ","$23,293 ",880.20,28.62,.44,.03,.53,.495,.505,44,5415,.22,28.20,7.20,7942,2704,7316,4264,2964,2,.56,7228,14632
9,14,10641,6184,16825,1,2,189471,"$14,430 ","$26,504 ",1059.00,178.92,.65,.19,.16,.509,.491,172,62108,.33,15.80,6.60,55384,27433,61644,27766,17244,1,.35,45010,123288
9,15,75227,28909,104136,1,2,1206243,"$16,617 ","$26,519 ",1246.90,967.39,.41,.07,.52,.485,.515,628,216265,.18,22.70,6.70,353009,137916,390850,202133,122335,1,.59,324468,781700
9,16,773,381,1154,1,2,6259,"$16,800 ","$24,533 ",711.30,8.80,.84,.01,.15,.477,.523,17,2255,.38,12.40,2.90,1546,406,1586,1248,1473,2,.16,2721,3172
9,17,126,96,222,1,2,757,"$17,181 ","$36,435 ",898.90,.84,.83,.00,.17,.513,.487,2,167,.21,6.80,5.10,216,42,194,194,111,2,.17,305,388
9,18,1649,1240,2889,1,2,15385,"$14,442 ","$23,423 ",989.30,15.55,.87,.02,.10,.483,.517,55,8993,.59,17.20,8.20,3742,1051,3652,3077,3863,2,.13,6940,7304
9,19,5899,5027,10926,1,2,82120,"$16,139 ","$28,179 ",887.90,92.49,.76,.22,.02,.483,.517,124,41528,.51,17.70,8.40,22562,7133,24692,15664,12069,1,.24,27733,49384
9,20,13242,7122,20364,1,2,199033,"$17,497 ","$38,369 ",1386.90,143.51,.72,.08,.19,.519,.481,175,63564,.33,12.30,4.70,59202,18224,70389,35486,15732,1,.28,51218,140778
9,21,7072,5400,12472,1,2,122872,"$13,383 ","$27,583 ",585.80,209.75,.71,.12,.18,.514,.486,94,33095,.27,19.90,3.40,26865,38866,34872,14058,8211,1,.29,22269,69744
9,22,915,321,1236,1,2,8458,"$13,172 ","$21,338 ",6193.00,1.37,.55,.01,.44,.505,.495,21,1813,.21,21.80,3.20,1997,1298,2326,1594,1243,2,.45,2837,4652
9,23,285,215,500,1,2,1870,"$16,221 ","$21,681 ",900.30,2.08,.77,.04,.20,.496,.504,9,1132,.57,20.70,2.40,522,102,445,406,395,2,.23,801,890
9,24,455,143,598,1,2,8092,"$10,018 ","$15,431 ",943.30,8.58,.10,.00,.89,.485,.515,15,1021,.12,38.20,9.90,2674,739,2131,1482,1066,2,.90,2548,4262
9,25,2458,2801,5259,0,2,34527,"$13,701 ","$23,186 ",944.00,36.58,.84,.05,.12,.485,.515,68,17937,.52,19.40,8.00,9323,3366,9157,6616,6065,2,.16,12681,18314
9,26,1336,709,2045,1,2,13686,"$13,618 ","$23,456 ",665.60,20.56,.70,.18,.12,.488,.512,33,5365,.39,18.60,4.40,3761,1083,3688,2753,2401,2,.30,5154,7376
9,27,3498,1849,5347,1,2,22810,"$16,726 ","$25,601 ",995.30,22.92,.87,.01,.12,.482,.518,49,9141,.40,16.90,5.20,5696,1435,5814,4901,4964,2,.13,9865,11628
9,28,1901,1104,3005,1,2,26676,"$12,362 ","$23,750 ",545.80,48.88,.51,.11,.38,.502,.498,47,7367,.28,22.70,5.10,8002,3085,7444,4426,3719,1,.49,8145,14888
9,29,1503,911,2414,1,2,19414,"$14,522 ","$27,090 ",512.40,37.89,.57,.03,.40,.495,.505,35,6390,.34,17.80,6.20,5749,1668,5659,4131,2207,2,.43,6338,11318
9,30,1051,1052,2103,0,2,11811,"$13,474 ","$24,320 ",898.70,13.14,.95,.00,.05,.484,.516,27,6082,.51,16.50,4.80,3277,725,3222,2539,2048,2,.05,4587,6444
9,31,15432,4392,19824,1,2,269151,"$10,156 ","$19,397 ",905.60,297.21,.17,.00,.82,.479,.521,195,26234,.10,38.50,14.70,95023,29693,74119,41729,28587,1,.83,70316,148238
9,32,728,803,1531,0,2,10003,"$16,350 ","$22,226 ",197.50,50.65,.71,.24,.05,.480,.520,32,5956,.60,21.30,9.50,2668,831,2681,2038,1785,2,.29,3823,5362
9,33,873,589,1462,1,2,6522,"$17,077 ","$32,051 ",923.20,7.06,.93,.00,.06,.485,.515,19,4006,.61,8.00,4.10,1980,400,1831,1335,976,2,.07,2311,3662
9,34,2183,2488,4671,0,2,30142,"$13,600 ","$22,653 ",937.50,32.15,.78,.20,.02,.480,.520,75,16398,.55,20.50,10.40,8321,2362,8119,6158,5182,2,.22,11340,16238
9,35,658,573,1231,1,2,8799,"$20,985 ","$25,504 ",898.40,9.79,.50,.03,.47,.497,.503,19,3717,.41,26.30,5.00,3217,749,2357,1574,902,2,.50,2476,4714
9,36,1494,867,2361,1,2,20278,"$16,259 ","$35,621 ",599.40,33.83,.80,.13,.07,.503,.497,30,7470,.37,12.30,4.50,6092,1733,6610,3898,1945,1,.20,5843,13220
9,37,2904,2594,5498,1,2,40709,"$14,053 ","$22,121 ",1052.30,38.69,.76,.17,.07,.492,.508,98,19230,.47,22.80,6.60,10766,3738,11090,8013,7102,2,.24,15115,22180
9,38,545,525,1070,1,2,5947,"$13,575 ","$21,400 ",710.40,8.37,.79,.05,.15,.465,.535,17,4377,.74,22.70,5.40,1589,392,1436,1236,1294,2,.21,2530,2872
9,39,1189,801,1990,1,2,9769,"$14,905 ","$27,289 ",1097.90,8.90,.96,.00,.04,.487,.513,30,5959,.59,11.80,4.00,2584,596,2682,2228,1679,2,.04,3907,5364
9,40,319,387,706,0,2,4165,"$16,411 ","$23,164 ",775.20,5.37,.51,.06,.43,.496,.504,14,2761,.63,28.60,4.40,1381,366,1083,800,535,2,.49,1335,2166
9,41,319,381,700,0,2,3387,"$14,290 ","$23,658 ",898.90,3.77,.86,.01,.13,.477,.523,15,2297,.67,15.90,2.30,795,174,779,786,853,2,.14,1639,1558
9,42,917,909,1826,1,2,9415,"$12,842 ","$18,557 ",1272.90,7.40,.85,.03,.12,.474,.526,48,4662,.48,23.40,7.20,2278,589,2184,1900,2464,2,.15,4364,4368
9,43,19272,10589,29861,1,2,278152,"$24,464 ","$55,643 ",847.70,328.13,.85,.04,.10,.497,.503,212,65969,.25,6.30,4.70,81526,24317,110690,47057,14562,1,.15,61619,221380
9,44,271,336,607,0,2,3504,"$14,156 ","$20,517 ",918.80,3.81,.77,.07,.17,.481,.519,11,2144,.60,24.40,4.50,951,239,852,641,821,2,.23,1462,1704
9,45,1515,616,2131,1,2,18258,"$16,237 ","$23,834 ",963.00,18.96,.67,.17,.15,.479,.521,44,5890,.32,19.30,2.90,4891,1233,4717,3744,3673,2,.33,7417,9434
9,46,5215,2600,7815,1,2,53248,"$19,002 ","$32,219 ",561.50,94.83,.75,.01,.24,.487,.513,48,13752,.27,12.30,5.60,13659,4067,15450,11284,8788,1,.25,20072,30900
9,47,1110,1152,2262,0,2,13289,"$14,501 ","$20,343 ",937.80,14.17,.83,.00,.17,.489,.511,53,6669,.50,20.70,4.60,3162,958,3129,2922,3118,2,.17,6040,6258
9,48,369,159,528,1,2,3054,"$11,904 ","$20,267 ",991.50,3.08,.60,.00,.40,.543,.457,19,1176,.39,22.60,2.40,713,261,927,574,579,2,.40,1153,1854
9,49,2811,1862,4673,1,2,30649,"$15,085 ","$27,592 ",873.80,35.08,.90,.04,.06,.490,.510,58,11714,.38,16.50,5.80,8711,2460,8667,5831,4980,2,.10,10811,17334
9,50,3123,1563,4686,1,2,61611,"$9,905 ","$28,696 ",1051.90,58.57,.66,.21,.12,.564,.436,71,21604,.34,13.90,6.90,16754,12897,21424,6905,3631,1,.34,10536,42848
9,51,252,145,397,1,2,2154,"$15,416 ","$18,147 ",901.20,2.39,.74,.09,.17,.487,.513,9,1812,.81,25.90,4.50,557,117,469,471,540,2,.26,1011,938
9,52,418,346,764,1,2,4713,"$13,454 ","$34,392 ",785.60,6.00,.62,.03,.35,.499,.501,9,1931,.42,14.20,4.20,1650,388,1437,785,453,2,.38,1238,2874
9,53,321,199,520,1,2,4112,"$14,751 ","$24,299 ",2807.60,1.46,.49,.01,.50,.506,.494,10,1668,.41,21.20,5.40,1261,289,1251,826,485,2,.51,1311,2502
9,54,456,500,956,0,2,7257,"$10,801 ","$21,203 ",899.60,8.07,.52,.05,.43,.484,.516,23,3673,.50,29.20,4.60,2284,588,1777,1445,1163,2,.48,2608,3554
9,55,150,98,248,1,2,3259,"$8,722 ","$19,268 ",3812.70,.85,.27,.00,.72,.507,.493,10,1256,.37,31.30,7.00,1121,321,915,604,298,2,.73,902,1830
9,56,441,293,734,1,2,5507,"$24,634 ","$24,556 ",1504.80,3.66,.76,.02,.22,.487,.513,19,4213,.77,18.30,2.90,1679,395,1590,1065,778,2,.24,1843,3180
9,57,830,1003,1833,0,2,14144,"$12,454 ","$23,329 ",902.10,15.68,.52,.04,.43,.484,.516,39,8489,.59,28.10,6.50,4491,1083,3699,2660,2211,2,.48,4871,7398
9,58,1085,896,1981,1,2,18811,"$19,330 ","$26,100 ",1497.40,12.56,.49,.02,.50,.495,.505,29,7033,.37,25.70,6.70,6681,1784,5144,3120,2082,2,.51,5202,10288
9,59,378,452,830,0,2,4816,"$14,099 ","$22,096 ",277.20,17.37,.89,.08,.03,.475,.525,24,2966,.61,21.40,6.70,1197,384,1108,966,1161,2,.11,2127,2216
9,60,19513,10918,30431,1,2,285099,"$19,178 ","$44,015 ",888.50,320.88,.85,.05,.10,.494,.506,182,59394,.22,8.40,4.70,78300,38039,114130,40027,14603,1,.15,54630,228260
9,61,1358,908,2266,1,2,18456,"$14,163 ","$22,039 ",909.30,20.30,.64,.12,.24,.473,.527,38,6689,.36,23.50,4.20,4968,1239,4684,3539,4026,2,.36,7565,9368
9,62,253,229,482,1,2,2446,"$13,600 ","$17,354 ",904.30,2.70,.75,.05,.20,.475,.525,18,2107,.82,26.00,4.90,582,171,542,513,638,2,.25,1151,1084
9,63,705,217,922,1,2,10656,"$8,397 ","$15,371 ",1331.00,8.01,.16,.01,.84,.488,.512,15,1629,.16,40.30,13.80,3864,1060,2766,1727,1239,2,.84,2966,5532
9,64,469,321,790,1,2,3555,"$16,723 ","$19,893 ",929.80,3.82,.92,.04,.04,.478,.522,14,2315,.63,20.80,4.50,773,361,753,745,923,2,.08,1668,1506
9,65,696,186,882,1,2,12742,"$9,427 ","$16,207 ",1792.90,7.11,.12,.00,.88,.488,.512,15,1396,.11,34.30,10.70,4164,1258,3375,2291,1654,2,.88,3945,6750
9,66,1556,1619,3175,0,2,18261,"$12,980 ","$18,848 ",926.10,19.72,.89,.02,.08,.480,.520,61,11559,.63,21.60,7.30,4306,1774,4392,3678,4111,2,.11,7789,8784
9,67,7654,5312,12966,1,2,120545,"$14,727 ","$27,118 ",901.10,133.78,.62,.05,.33,.489,.511,107,40713,.34,21.90,6.10,38656,11218,37992,21248,11431,1,.38,32679,75984
9,68,131,151,282,0,2,2255,"$12,377 ","$19,011 ",2119.90,1.06,.47,.00,.53,.502,.498,10,612,.27,29.10,6.80,747,162,599,457,290,2,.53,747,1198
9,69,5952,4111,10063,1,2,86565,"$16,089 ","$33,279 ",940.00,92.09,.76,.10,.14,.493,.507,127,31982,.38,14.40,6.50,27065,7762,27660,15378,8700,1,.24,24078,55320
9,70,35717,8151,43868,1,2,611861,"$11,999 ","$23,989 ",1013.10,603.95,.25,.04,.71,.486,.514,278,58213,.10,30.20,11.70,200167,73137,188535,99122,50900,1,.75,150022,377070
9,71,2330,1863,4193,1,2,28343,"$14,930 ","$24,861 ",1086.40,26.09,.89,.01,.10,.492,.508,61,12785,.46,18.10,4.60,6865,5040,7465,4666,4307,2,.11,8973,14930
9,72,1201,820,2021,1,2,17499,"$12,553 ","$19,687 ",769.10,22.75,.61,.28,.12,.500,.500,62,8750,.49,28.00,5.10,4488,1632,4640,3293,3446,2,.39,6739,9280
9,73,2487,1712,4199,1,2,24517,"$14,325 ","$23,676 ",891.60,27.50,.91,.07,.03,.483,.517,101,14819,.60,18.70,8.00,5988,1875,6306,5206,5142,2,.09,10348,12612
9,74,2472,985,3457,1,2,19994,"$16,847 ","$24,780 ",950.10,21.04,.83,.09,.09,.486,.514,55,6468,.32,14.80,2.30,4840,1273,5169,3911,4801,2,.17,8712,10338
9,75,480,424,904,1,2,4645,"$12,465 ","$22,477 ",901.20,5.15,.75,.04,.21,.483,.517,18,3261,.67,18.50,5.80,1206,279,1123,1010,1027,2,.25,2037,2246
9,76,546,664,1210,0,2,8451,"$18,168 ","$24,152 ",992.30,8.52,.55,.05,.40,.485,.515,27,5033,.59,27.40,5.70,2687,703,2101,1581,1379,2,.45,2960,4202
9,77,105,125,230,0,2,1740,"$15,127 ","$20,875 ",706.70,2.46,.82,.05,.13,.461,.539,11,1418,.79,17.90,1.30,425,124,410,333,448,2,.18,781,820
9,78,16895,6785,23680,1,2,241596,"$20,503 ","$48,711 ",875.00,276.11,.53,.21,.26,.502,.498,106,40884,.18,10.00,3.60,80536,18964,93753,36023,12320,1,.47,48343,187506
9,79,704,717,1421,0,2,7913,"$14,504 ","$25,895 ",285.70,27.70,.90,.05,.05,.485,.515,24,4556,.58,16.20,7.10,2028,559,2036,1785,1505,2,.10,3290,4072
9,80,1246,1085,2331,1,2,15740,"$14,073 ","$24,933 ",885.30,17.78,.76,.19,.04,.482,.518,43,8053,.51,18.60,5.80,4293,1083,4267,3069,3028,2,.24,6097,8534
9,81,629,360,989,1,2,14377,"$10,397 ","$16,968 ",1133.10,12.69,.26,.01,.73,.495,.505,24,2899,.22,35.00,8.30,5029,1438,4001,2403,1506,2,.74,3909,8002
9,82,784,647,1431,1,2,14142,"$11,779 ","$27,468 ",1502.40,9.41,.64,.03,.33,.500,.500,27,6409,.45,23.10,3.40,5181,1275,3971,2420,1295,2,.36,3715,7942
9,83,18623,6979,25602,1,2,223002,"$18,219 ","$33,900 ",398.70,559.32,.66,.18,.16,.492,.508,182,62772,.29,15.90,7.20,62088,19992,74104,43103,23715,1,.34,66818,148208
9,84,292,377,669,0,2,5049,"$12,469 ","$22,896 ",895.60,5.64,.64,.07,.29,.480,.520,19,2303,.45,22.60,4.00,1624,365,1308,955,797,2,.36,1752,2616
9,85,1740,1185,2925,1,2,17530,"$17,153 ","$26,379 ",1061.20,16.52,.85,.00,.15,.479,.521,30,6439,.37,12.80,1.80,4119,992,4213,3794,4412,2,.15,8206,8426
9,86,150,84,234,1,2,1462,"$14,598 ","$33,860 ",900.80,1.62,.70,.00,.30,.511,.489,4,242,.17,16.10,1.90,519,125,443,287,88,2,.30,375,886
9,87,576,336,912,1,2,6013,"$13,064 ","$24,050 ",853.60,7.04,.57,.07,.36,.482,.518,18,1756,.29,19.50,4.80,1647,404,1690,1238,1034,2,.43,2272,3380
9,88,1260,785,2045,1,2,17235,"$14,396 ","$20,169 ",1067.90,16.14,.54,.10,.35,.490,.510,44,6124,.36,26.70,3.90,4999,1450,4473,3287,3026,2,.46,6313,8946
9,89,2390,2682,5072,0,2,23565,"$18,326 ","$28,934 ",928.30,25.39,.87,.04,.09,.480,.520,44,14876,.62,14.20,5.00,6286,1686,6460,4979,4154,2,.13,9133,12920
9,90,7552,5218,12770,1,2,95598,"$16,427 ","$28,175 ",933.70,102.39,.89,.07,.04,.477,.523,171,50090,.53,15.90,7.10,24515,8729,27602,18992,15760,1,.11,34752,55204
9,91,7514,6535,14049,1,2,106918,"$18,171 ","$28,650 ",274.10,390.07,.76,.19,.04,.480,.520,146,55827,.53,17.50,8.90,29648,10390,32730,19908,14242,1,.24,34150,65460
9,92,1428,733,2161,1,2,19127,"$12,720 ","$23,493 ",793.80,24.10,.61,.25,.14,.546,.454,52,6605,.35,23.00,4.50,5104,2023,6076,3340,2584,2,.39,5924,12152
9,93,5091,2304,7395,1,2,65936,"$14,788 ","$30,321 ",711.20,92.71,.63,.06,.31,.494,.506,52,13906,.21,16.70,4.20,18962,6261,19984,12625,8104,1,.37,20729,39968
9,94,1624,2229,3853,0,2,34756,"$14,743 ","$24,832 ",1004.70,34.59,.52,.06,.42,.490,.510,71,19566,.56,23.40,5.20,11254,3581,9491,6095,4335,2,.48,10430,18982
9,95,363,325,688,1,2,3887,"$12,233 ","$17,283 ",903.10,4.30,.73,.08,.19,.469,.531,19,3521,.90,27.70,6.10,941,251,841,823,1031,2,.27,1854,1682
9,96,744,586,1330,1,2,7570,"$15,575 ","$21,005 ",835.80,9.06,.94,.00,.06,.476,.524,35,4534,.59,18.40,3.50,1705,480,1722,1584,2079,2,.06,3663,3444
9,97,594,538,1132,1,2,5687,"$26,467 ","$32,288 ",919.90,6.18,.79,.00,.21,.498,.502,14,3468,.59,11.80,3.70,1783,407,1592,1144,761,2,.21,1905,3184
